gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886
alr3712,835,4481575,4482410,1,1,0.06988107,4,4,0.303239816,4.339369979,150,150,10.12902151,144.9465722,72,73,4.897022649,70.07652679,10000,not registered,0,FOX,1,1,3.208014557,GO:0016887,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3731,2677,4503755,4506432,112,112,2.441269194,95,95,2.246404406,-1.086745195,1256,1256,26.45476926,10.83648183,367,367,7.679154777,3.145558382,10000,not registered,0,FOX,1,1,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3732,1804,4506633,4508437,254,254,8.215674091,134,134,4.70198212,-1.747278888,993,993,31.0366919,3.77774137,324,324,10.06014418,1.224506239,10000,not registered,0,FOX,1,1,1,GO:0004672,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3952,820,4769744,4770564,214,214,15.22810772,182,182,14.04980329,-1.083866259,1021,1021,70.20605976,4.6102944,672,672,45.9040653,3.014430035,10000,not registered,0,FOX,0.485087881,0.586999383,0.663915663,GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr4311,856,5166071,5166927,4,4,0.27266679,6,6,0.443700782,1.627263742,6,6,0.395221166,1.449465722,5,5,0.327183932,1.199940527,10000,not registered,0,FOX,1,1,1,GO:0042626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr4579,2371,5473869,5476240,233,233,5.734167653,264,264,7.048311363,1.229177762,233,233,5.540986305,-1.034864072,230,230,5.433654372,-1.055305925,10000,not registered,0,FOX,1,1,0.638374162,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr4674,1060,5574688,5575748,112,112,6.165356257,90,90,5.374639657,-1.147119928,188,188,10.00033834,1.622021165,152,152,8.032180339,1.302792572,10000,not registered,0,FOX,0.582592211,1,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5101,2392,6077280,6079672,50,50,1.219705124,33,33,0.873304047,-1.396655757,32,32,0.754312861,-1.616975113,33,33,0.772766866,-1.578361053,118,within500,1,FOX,1,1,1,GO:0009252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5348,1444,6382552,6383996,11,11,0.44449974,7,7,0.306862313,-1.448531542,37,37,1.444765095,3.250317074,12,12,0.465489384,1.047220824,10000,not registered,0,FOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5351,4726,6385419,6390145,3,3,0.03704022,4,4,0.053577073,1.44645666,53,53,0.632331566,17.07148517,1775,1776,21.04965451,568.2918337,10000,not registered,0,FOX,0.426400121,0.336533055,4.97851516,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5352,589,6390263,6390852,0,0,0,0,0,0,1,1,1,0.095729858,Inf,77,77,7.322698589,Inf,10000,not registered,0,FOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5353,1813,6390866,6392679,70,70,2.252922515,65,69,2.409150852,1.069344745,107,107,3.327734608,1.477074593,949,949,29.3200115,13.01421212,10000,not registered,0,FOX,0.538950564,0.279899525,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5354,1462,6393102,6394564,6,6,0.239469329,5,5,0.216488753,-1.106151359,2,2,0.077133908,-3.104592217,185,185,7.087940836,29.59853301,10000,not registered,0,FOX,1,1,1,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5355,3430,6394707,6398137,7,7,0.119083047,14,14,0.2583727,2.169684989,24,24,0.394529817,3.313064508,357,357,5.83001704,48.95757351,10000,not registered,0,FOX,1,0.160366294,1,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5356,1429,6398623,6400052,1,1,0.040833235,6,6,0.265785773,6.509054968,52,52,2.051794326,50.24814504,307,307,12.03377466,294.7053935,10000,not registered,0,FOX,1,1,1,GO:0018580,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr5357,1621,6400055,6401676,40,40,1.439869048,29,29,1.132472569,-1.271438344,67,67,2.330528926,1.618570056,415,415,14.34038496,9.959506376,10000,not registered,0,FOX,1,0.52682902,7.185784426,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asr3935,385,4752853,4753238,192,192,29.09956645,190,190,31.23960828,1.073542052,428,428,62.68241916,2.154067115,515,515,74.92766997,2.574872381,10000,not registered,0,FOX,1,0.545334109,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asr5350,379,6384746,6385125,0,0,0,0,0,0,1,3,3,0.446318362,Inf,41,41,6.059550019,Inf,10000,not registered,0,FOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0012,1300,10129,11429,92,92,4.129433669,86,86,4.187625224,1.014091897,96,96,4.163806995,1.008323981,93,93,4.007147458,-1.030517023,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0089,766,91902,92668,21,21,1.599692632,21,21,1.735414546,1.084842495,39,45,3.312428052,2.070665317,39,39,2.851882087,1.782768783,10000,not registered,0,NotFOX,1,1.957729194,2.234568304,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0109,595,111176,111771,1863,2074,203.3938447,752,801,85.21739585,-2.386764377,1997,2247,212.9358651,1.046914008,1934,2104,198.0726435,-1.026864897,46,within500,1,NotFOX,1,1,1,GO:0015979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0111,1015,113060,114075,170,170,9.773022498,149,150,9.354873624,-1.044698506,67,67,3.721958018,-2.625774512,88,88,4.856376601,-2.012410342,996,500to1000,1,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0126,1117,129589,130706,327,327,17.082074,235,235,13.31764387,-1.282664874,122,122,6.158420895,-2.773775014,206,206,10.33022487,-1.653601371,800,500to1000,1,NotFOX,1,1,1,GO:0015419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0177,1813,186583,188396,6,6,0.193107644,5,5,0.174576149,-1.106151359,46,46,1.430614878,7.408380358,269,269,8.31094109,43.03786691,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0178,1840,188576,190416,38,38,1.205068663,57,57,1.960964542,1.627263742,194,195,5.975572199,4.958698523,1185,1185,36.07416234,29.93535842,303,within500,1,NotFOX,0.635856032,0.434323983,5.120872107,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0200,1381,216122,217503,35,35,1.478837263,17,17,0.779234103,-1.897808705,85,85,3.470467301,2.346754026,68,68,2.758106058,1.86505042,39,within500,1,NotFOX,1,1,1,GO:0016829,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0209,1222,226462,227684,36,36,1.71900569,29,29,1.502240617,-1.14429451,45,45,2.07636652,1.207888102,23,23,1.054271237,-1.630515592,945,500to1000,1,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0219,1858,234338,236196,124,124,3.894233558,72,72,2.453010995,-1.587532043,197,197,5.978376006,1.535186813,125,125,3.768426346,-1.033384549,1096,1000to1500,1,NotFOX,1,1.83937295,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0232,730,248182,248912,118,118,9.432029852,115,115,9.972124418,1.057261753,175,175,13.51692482,1.433087578,213,213,16.34377863,1.732795473,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0244,625,261540,262165,7,7,0.653527763,5,5,0.506410492,-1.290509919,10,10,0.902158182,1.380443545,15,15,1.344333341,2.057040904,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0254,796,273941,274737,18,18,1.319488036,15,15,1.192863911,-1.106151359,10,10,0.708352844,-1.86275533,12,12,0.844430491,-1.562577442,249,within500,1,NotFOX,1.968233191,1,1,GO:0098599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0261,931,279123,280054,2,2,0.125350576,3,3,0.203978447,1.627263742,2,2,0.121127575,-1.034864072,1,1,0.060165295,-2.08343659,10000,not registered,0,NotFOX,1,1,1,GO:0005886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0316,988,360179,361167,61,61,3.602623767,38,38,2.434665828,-1.47972002,83,83,4.736787015,1.314815901,96,96,5.442645105,1.510744795,123,within500,1,NotFOX,1,1,0.53095221,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0320,976,362384,363360,12,12,0.717426555,16,18,1.167442221,1.627263742,38,39,2.2530846,3.140509065,70,76,4.361737274,6.079698671,10000,not registered,0,NotFOX,1,1,0.653455633,GO:0015419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0321,970,363246,364216,16,16,0.96248566,8,9,0.587331756,-1.638742754,9,10,0.581287489,-1.655782516,37,39,2.252104824,2.339884028,10000,not registered,0,NotFOX,1,1,1,GO:0015419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0327,880,374981,375861,28,28,1.856612964,19,19,1.366732862,-1.358431494,17,17,1.089253487,-1.704482002,39,39,2.482433726,1.337076588,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0330,2113,378185,380298,120,120,3.313811253,116,116,3.475131158,1.048681078,217,217,5.79059174,1.747411454,221,221,5.858527929,1.767912377,860,500to1000,1,NotFOX,1,1,0.457240812,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0355,1069,410924,411993,195,195,10.64395245,141,141,8.349377853,-1.274819829,160,160,8.439272051,-1.261240588,221,221,11.58004632,1.087946078,340,within500,1,NotFOX,1,1,1,GO:0070040,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0384,1030,448246,449276,12,12,0.679813901,15,15,0.92186376,1.356053118,31,31,1.697020853,2.496302077,20,20,1.087648334,1.599920703,6,within500,1,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0385,733,449573,450306,1,1,0.079605311,5,5,0.431796122,5.424212473,5,5,0.384617233,4.831552407,4,4,0.305669245,3.839809687,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0405,2179,473247,475426,14,14,0.374901195,7,7,0.203354374,-1.843585599,77,77,1.992490249,5.314707648,37,37,0.951130748,2.537017115,10000,not registered,0,NotFOX,1,1,1.682847271,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0438,2134,516615,518749,9,9,0.246090084,7,7,0.20764254,-1.185162171,217,217,5.73360841,23.29881939,86,86,2.257354485,9.172878697,1108,1000to1500,1,NotFOX,1,1,1,GO:0004672,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0439,859,518987,519846,20,20,1.3585726,21,21,1.547529152,1.139084619,44,44,2.888166474,2.125883059,38,38,2.477913609,1.823909601,139,within500,1,NotFOX,1,1,1,GO:0016887,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0450,586,19514,20100,2760,2765,275.3236631,1485,1487,160.6297786,-1.714026288,1709,1711,164.6323219,-1.672354857,3002,3006,287.334046,1.043622778,10000,not registered,0,NotFOX,1,1,1,GO:0015979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0513,664,606787,607451,109,109,9.578652942,109,109,10.39132975,1.084842495,402,402,34.13663303,3.563823977,107,107,9.026334555,-1.061189665,1421,1000to1500,1,NotFOX,1,1.58080894,1.67855771,GO:0016209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0542,1822,633607,635429,78,78,2.497998938,72,72,2.501478831,1.001393072,76,76,2.351949158,-1.062097337,72,72,2.213501659,-1.128528153,10000,not registered,0,NotFOX,1,1,1,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0569,505,663618,664123,42,42,4.852928935,47,47,5.891409191,1.213990411,26,26,2.90298425,-1.671703501,26,26,2.883883405,-1.682775707,10000,not registered,0,NotFOX,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0579,559,674055,674614,602,602,62.83920801,394,394,44.6166668,-1.408424531,1395,1395,140.7100474,2.239207843,1664,1664,166.739019,2.653423305,10000,not registered,0,NotFOX,1,1,0.184048909,GO:0005840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0580,874,674745,675619,65,65,4.339582443,56,56,4.055919274,-1.069938071,14,14,0.9031904,-4.80472605,35,35,2.243119133,-1.93461969,10000,not registered,0,NotFOX,1,0.515467444,0.393226898,GO:0004416,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0592,1819,687328,689147,150,150,4.81176689,105,105,3.654006437,-1.316846856,1079,1079,33.44655988,6.950993397,504,505,15.55085984,3.23183982,10000,not registered,0,NotFOX,1,2.237005995,2.088228328,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0594,2701,690697,693398,105,105,2.268353492,70,70,1.640537507,-1.382689199,525,525,10.95966877,4.831552407,424,424,8.792998527,3.876379303,10000,not registered,0,NotFOX,1,2.074326524,2.891726207,GO:0004177,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0601,1171,698998,700169,16,16,0.797276764,11,11,0.594632303,-1.340789526,61,62,2.985365462,3.744453116,83,84,4.018075741,5.039750214,10000,not registered,0,NotFOX,1,1,1,GO:0016757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all0623,1453,722341,723794,131,172,6.90730848,106,113,4.922951275,-1.403082845,413,521,20.21784295,2.927021865,149,166,6.399384451,-1.079370763,10000,not registered,0,NotFOX,1,1,0.567076127,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
