gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886,old_locus_tag,locus_tag,protein_id,gene_symbol,product,diazo_mean_pident,diazo_hit_count,nondiazo_mean_pident,nondiazo_hit_count,diazo_minus_nondiazo_mean_pident,has_diazo_hit,has_nondiazo_hit,diazo_hit_frac,nondiazo_hit_frac
alr2393,1132,2876481,2877613,15,20,1.030930974,7,13,0.726958525,-1.418142768,40,51,2.540308486,2.464091728,49,57,2.820487354,2.735864402,10000,not registered,0,FOX,1,0.318763247,0.543223077,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2393,PCC7120DELTA_RS13785,WP_010996549.1,fraD,filament integrity protein FraD,76.95633333,3,,0,,1,0,0.375,0
alr2394,904,2877509,2878413,14,20,1.290944539,8,15,1.05035362,-1.229057066,14,24,1.496943887,1.159572578,9,10,0.619622668,-2.08343659,10000,not registered,0,FOX,1,1,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2394,PCC7120DELTA_RS13790,WP_044521348.1,PCC7120DELTA_RS13790,ABC transporter permease,61.0495,8,50.593,2,10.4565,1,1,1,1
alr2817,3235,3427963,3431198,7,7,0.12626116,5,5,0.097838194,-1.290509919,198,198,3.451068781,27.33278219,76,76,1.31593681,10.42234058,10000,not registered,0,FOX,1,1,1,GO:0042626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2817,PCC7120DELTA_RS15845,WP_010996968.1,PCC7120DELTA_RS15845,cysteine peptidase family C39 domain-containing protein,59.4028,5,,0,,1,0,0.625,0
alr2818,580,3432263,3432843,6,6,0.60362786,3,3,0.327420577,-1.843585599,62,62,6.027349925,9.985208308,35,35,3.380148486,5.599722461,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2818,PCC7120DELTA_RS15850,WP_010996969.1,PCC7120DELTA_RS15850,HetP family heterocyst commitment protein,63.3136,5,,0,,1,0,0.625,0
alr2834,868,3452811,3453679,3,3,0.201672903,4,4,0.291711113,1.44645666,147,147,9.549053341,47.34921359,60,60,3.871927825,19.19904844,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2834,PCC7120DELTA_RS15925,WP_010996985.1,hepC,heterocyst development glycosyltransferase HepC,62.849,3,,0,,1,0,0.375,0
alr2835,1924,3454137,3456061,0,0,0,1,1,0.03290089,Inf,643,643,18.84380559,Inf,201,201,5.851762853,Inf,10000,not registered,0,FOX,1,1,1,GO:0042626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2835,PCC7120DELTA_RS15930,WP_010996986.1,hepA,heterocyst formation ABC transporter subunit HepA,66.342,5,,0,,1,0,0.625,0
alr2887,2329,3524996,3527325,702,702,17.58788604,549,549,14.92160585,-1.178685875,4612,4612,111.6561168,6.348467152,3013,3013,72.46451188,4.120137674,10000,not registered,0,FOX,1,2.709391368,2.836833227,GO:0015562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr2887,PCC7120DELTA_RS16195,WP_010997038.1,PCC7120DELTA_RS16195,TolC family protein,68.623,3,,0,,1,0,0.375,0
alr3546,2440,4273468,4275908,102,102,2.439250287,104,104,2.698088688,1.106113916,162,162,3.743586719,1.534728412,165,165,3.787824475,1.552864212,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3546,PCC7120DELTA_RS19455,WP_044521801.1,hetF,cell division protein HetF,75.038,3,39.955,1,35.083,1,1,0.375,0.5
alr3608,1759,4358462,4360221,81,81,2.686984733,68,68,2.447122901,-1.098017893,441,441,14.13629045,5.261023732,182,182,5.795638337,2.156930133,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3608,PCC7120DELTA_RS19765,WP_010997757.1,PCC7120DELTA_RS19765,DUF1565 domain-containing protein,80.578,3,52.536,1,28.042,1,1,0.375,0.5
alr3698,1270,4465727,4466997,0,0,0,3,3,0.149530657,Inf,154,154,6.837222444,Inf,63,63,2.778641748,Inf,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3698,PCC7120DELTA_RS20215,WP_010997841.1,PCC7120DELTA_RS20215,glycosyltransferase family 4 protein,80.35533333,3,,0,,1,0,0.375,0
alr3699,1249,4466958,4468207,4,4,0.186871715,4,4,0.202726378,1.084842495,69,69,3.114937679,16.66885581,21,21,0.941786768,5.039750214,10000,not registered,0,FOX,1,1.952541634,6.269135711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3699,PCC7120DELTA_RS20220,WP_010997842.1,PCC7120DELTA_RS20220,glycosyltransferase,80.20566667,3,,0,,1,0,0.375,0
alr3710,1525,4478769,4480294,42,42,1.607035483,28,28,1.162253589,-1.382689199,773,773,28.580667,17.78471434,385,385,14.14121137,8.799563867,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3710,PCC7120DELTA_RS20265,WP_010997853.1,PCC7120DELTA_RS20265,HlyD family efflux transporter periplasmic adaptor subunit,79.847,3,,0,,1,0,0.375,0
alr3711,1258,4480234,4481492,2,2,0.092767398,2,2,0.100638015,1.084842495,60,60,2.689263262,28.98931444,35,35,1.558415041,16.79916738,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3711,PCC7120DELTA_RS20270,WP_010997854.1,devC,ABC transporter permease DevC,68.091125,8,54.45,1,13.641125,1,1,1,0.5
alr3712,835,4481575,4482410,1,1,0.06988107,4,4,0.303239816,4.339369979,150,150,10.12902151,144.9465722,72,73,4.897022649,70.07652679,10000,not registered,0,FOX,1,1,3.208014557,GO:0016887,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3712,PCC7120DELTA_RS20275,WP_010997855.1,PCC7120DELTA_RS20275,DevA family ABC transporter ATP-binding protein,88.91166667,3,,0,,1,0,0.375,0
alr3731,2677,4503755,4506432,112,112,2.441269194,95,95,2.246404406,-1.086745195,1256,1256,26.45476926,10.83648183,367,367,7.679154777,3.145558382,10000,not registered,0,FOX,1,1,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3731,PCC7120DELTA_RS20370,WP_010997873.1,PCC7120DELTA_RS20370,polynucleotide kinase-phosphatase,96.503,1,,0,,1,0,0.125,0
alr3732,1804,4506633,4508437,254,254,8.215674091,134,134,4.70198212,-1.747278888,993,993,31.0366919,3.77774137,324,324,10.06014418,1.224506239,10000,not registered,0,FOX,1,1,1,GO:0004672,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3732,PCC7120DELTA_RS20375,WP_126987143.1,PCC7120DELTA_RS20375,serine/threonine-protein kinase,71.818,3,,0,,1,0,0.375,0
alr3952,820,4769744,4770564,214,214,15.22810772,182,182,14.04980329,-1.083866259,1021,1021,70.20605976,4.6102944,672,672,45.9040653,3.014430035,10000,not registered,0,FOX,0.485087881,0.586999383,0.663915663,GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3952,PCC7120DELTA_RS21470,WP_010998093.1,PCC7120DELTA_RS21470,Crp/Fnr family transcriptional regulator,73.72942857,7,,0,,1,0,0.875,0
alr4311,856,5166071,5166927,4,4,0.27266679,6,6,0.443700782,1.627263742,6,6,0.395221166,1.449465722,5,5,0.327183932,1.199940527,10000,not registered,0,FOX,1,1,1,GO:0042626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr4311,PCC7120DELTA_RS23240,WP_010998449.1,PCC7120DELTA_RS23240,ABC transporter ATP-binding protein,63.526125,8,42.82,2,20.706125,1,1,1,1
alr4579,2371,5473869,5476240,233,233,5.734167653,264,264,7.048311363,1.229177762,233,233,5.540986305,-1.034864072,230,230,5.433654372,-1.055305925,10000,not registered,0,FOX,1,1,0.638374162,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr4579,PCC7120DELTA_RS24535,WP_010998711.1,PCC7120DELTA_RS24535,transglycosylase domain-containing protein,68.7925,8,55.843,2,12.9495,1,1,1,1
alr4674,1060,5574688,5575748,112,112,6.165356257,90,90,5.374639657,-1.147119928,188,188,10.00033834,1.622021165,152,152,8.032180339,1.302792572,10000,not registered,0,FOX,0.582592211,1,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr4674,PCC7120DELTA_RS24995,WP_010998805.1,PCC7120DELTA_RS24995,TIGR04168 family protein,69.58,8,59.1005,2,10.4795,1,1,1,1
alr5101,2392,6077280,6079672,50,50,1.219705124,33,33,0.873304047,-1.396655757,32,32,0.754312861,-1.616975113,33,33,0.772766866,-1.578361053,118,within500,1,FOX,1,1,1,GO:0009252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5101,PCC7120DELTA_RS27060,WP_010999227.1,pbpC,penicillin-binding protein 1C,88.9175,2,61.808,1,27.1095,1,1,0.25,0.5
alr5348,1444,6382552,6383996,11,11,0.44449974,7,7,0.306862313,-1.448531542,37,37,1.444765095,3.250317074,12,12,0.465489384,1.047220824,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5348,PCC7120DELTA_RS28285,WP_010999472.1,PCC7120DELTA_RS28285,ParB/RepB/Spo0J family partition protein,94.866,1,,0,,1,0,0.125,0
alr5351,4726,6385419,6390145,3,3,0.03704022,4,4,0.053577073,1.44645666,53,53,0.632331566,17.07148517,1775,1776,21.04965451,568.2918337,10000,not registered,0,FOX,0.426400121,0.336533055,4.97851516,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5351,PCC7120DELTA_RS28295,WP_010999475.1,PCC7120DELTA_RS28295,type I polyketide synthase,79.29566667,3,,0,,1,0,0.375,0
alr5352,589,6390263,6390852,0,0,0,0,0,0,1,1,1,0.095729858,Inf,77,77,7.322698589,Inf,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr5353,1813,6390866,6392679,70,70,2.252922515,65,69,2.409150852,1.069344745,107,107,3.327734608,1.477074593,949,949,29.3200115,13.01421212,10000,not registered,0,FOX,0.538950564,0.279899525,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5353,PCC7120DELTA_RS28300,WP_010999477.1,PCC7120DELTA_RS28300,SDR family NAD(P)-dependent oxidoreductase,76.435,3,,0,,1,0,0.375,0
alr5354,1462,6393102,6394564,6,6,0.239469329,5,5,0.216488753,-1.106151359,2,2,0.077133908,-3.104592217,185,185,7.087940836,29.59853301,10000,not registered,0,FOX,1,1,1,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5354,PCC7120DELTA_RS28305,WP_010999478.1,PCC7120DELTA_RS28305,polyketide synthase,86.6495,2,,0,,1,0,0.25,0
alr5355,3430,6394707,6398137,7,7,0.119083047,14,14,0.2583727,2.169684989,24,24,0.394529817,3.313064508,357,357,5.83001704,48.95757351,10000,not registered,0,FOX,1,0.160366294,1,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5355,PCC7120DELTA_RS28310,WP_010999479.1,PCC7120DELTA_RS28310,PfaB family protein,76.64866667,3,,0,,1,0,0.375,0
alr5356,1429,6398623,6400052,1,1,0.040833235,6,6,0.265785773,6.509054968,52,52,2.051794326,50.24814504,307,307,12.03377466,294.7053935,10000,not registered,0,FOX,1,1,1,GO:0018580,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr5357,1621,6400055,6401676,40,40,1.439869048,29,29,1.132472569,-1.271438344,67,67,2.330528926,1.618570056,415,415,14.34038496,9.959506376,10000,not registered,0,FOX,1,0.52682902,7.185784426,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr5357,PCC7120DELTA_RS28320,WP_010999481.1,PCC7120DELTA_RS28320,thioester reductase domain-containing protein,80.98233333,3,,0,,1,0,0.375,0
asr3935,385,4752853,4753238,192,192,29.09956645,190,190,31.23960828,1.073542052,428,428,62.68241916,2.154067115,515,515,74.92766997,2.574872381,10000,not registered,0,FOX,1,0.545334109,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asr3935,PCC7120DELTA_RS21385,WP_010998076.1,PCC7120DELTA_RS21385,HU family DNA-binding protein,86.809,8,67.172,2,19.637,1,1,1,1
asr5350,379,6384746,6385125,0,0,0,0,0,0,1,3,3,0.446318362,Inf,41,41,6.059550019,Inf,10000,not registered,0,FOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asr5350,PCC7120DELTA_RS28290,WP_010999474.1,PCC7120DELTA_RS28290,hypothetical protein,100,1,,0,,1,0,0.125,0
all0012,1300,10129,11429,92,92,4.129433669,86,86,4.187625224,1.014091897,96,96,4.163806995,1.008323981,93,93,4.007147458,-1.030517023,10000,not registered,0,NotFOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0012,PCC7120DELTA_RS02035,WP_010994189.1,PCC7120DELTA_RS02035,class I SAM-dependent methyltransferase,75.2855,8,65.788,2,9.4975,1,1,1,1
all0089,766,91902,92668,21,21,1.599692632,21,21,1.735414546,1.084842495,39,45,3.312428052,2.070665317,39,39,2.851882087,1.782768783,10000,not registered,0,NotFOX,1,1.957729194,2.234568304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0089,PCC7120DELTA_RS02420,WP_044520479.1,PCC7120DELTA_RS02420,SIMPL domain-containing protein,65.583125,8,53.0965,2,12.486625,1,1,1,1
all0109,595,111176,111771,1863,2074,203.3938447,752,801,85.21739585,-2.386764377,1997,2247,212.9358651,1.046914008,1934,2104,198.0726435,-1.026864897,46,within500,1,NotFOX,1,1,1,GO:0015979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0109,PCC7120DELTA_RS02500,WP_010994286.1,PCC7120DELTA_RS02500,photosystem I reaction center subunit III,72.7135,8,57.7025,2,15.011,1,1,1,1
all0111,1015,113060,114075,170,170,9.773022498,149,150,9.354873624,-1.044698506,67,67,3.721958018,-2.625774512,88,88,4.856376601,-2.012410342,996,500to1000,1,NotFOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0111,PCC7120DELTA_RS02510,WP_010994288.1,PCC7120DELTA_RS02510,alpha/beta fold hydrolase,67.6055,8,55.6625,2,11.943,1,1,1,1
all0126,1117,129589,130706,327,327,17.082074,235,235,13.31764387,-1.282664874,122,122,6.158420895,-2.773775014,206,206,10.33022487,-1.653601371,800,500to1000,1,NotFOX,1,1,1,GO:0015419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0126,PCC7120DELTA_RS02590,WP_010994303.1,PCC7120DELTA_RS02590,sulfate/molybdate ABC transporter ATP-binding protein,76.228,7,63.1835,2,13.0445,1,1,0.875,1
all0177,1813,186583,188396,6,6,0.193107644,5,5,0.174576149,-1.106151359,46,46,1.430614878,7.408380358,269,269,8.31094109,43.03786691,10000,not registered,0,NotFOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0177,PCC7120DELTA_RS02860,WP_010994354.1,PCC7120DELTA_RS02860,diflavin flavoprotein,88.12866667,3,,0,,1,0,0.375,0
all0178,1840,188576,190416,38,38,1.205068663,57,57,1.960964542,1.627263742,194,195,5.975572199,4.958698523,1185,1185,36.07416234,29.93535842,303,within500,1,NotFOX,0.635856032,0.434323983,5.120872107,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0178,PCC7120DELTA_RS02865,WP_010994355.1,PCC7120DELTA_RS02865,diflavin flavoprotein,90.94033333,3,,0,,1,0,0.375,0
all0200,1381,216122,217503,35,35,1.478837263,17,17,0.779234103,-1.897808705,85,85,3.470467301,2.346754026,68,68,2.758106058,1.86505042,39,within500,1,NotFOX,1,1,1,GO:0016829,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0200,PCC7120DELTA_RS02975,WP_010994377.1,larC,nickel pincer cofactor biosynthesis protein LarC,77.7692,5,61.459,2,16.3102,1,1,0.625,1
all0209,1222,226462,227684,36,36,1.71900569,29,29,1.502240617,-1.14429451,45,45,2.07636652,1.207888102,23,23,1.054271237,-1.630515592,945,500to1000,1,NotFOX,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all0209,PCC7120DELTA_RS03020,WP_010994386.1,PCC7120DELTA_RS03020,AI-2E family transporter,67.1302,5,38.671,1,28.4592,1,1,0.625,0.5
